concept_id,ancestor_id
2908793008,127313418
2908793008,192562407
2909387136,2778766689
2909387136,2779096551
2909387136,61434518
2909387136,54355233
2909387136,126838900
2909387136,141071460
2909387136,86803240
2909387136,71924100
2909447094,2776539398
2909447094,2779232237
2909447094,204787440
2909447094,142724271
2909447094,71924100
2910009623,150394285
2910009623,147455438
2910009623,94061648
2910009623,87717796
2910009623,178790620
2910009623,147789679
2910009623,548081761
2910009623,185592680
2910009623,127413603
2910009623,39432304
2911188655,159110408
2911188655,71924100
2983632452,2776182073
2983632452,100675267
2983632452,106131492
2983632452,163294075
2983632452,24890656
2983632452,154945302
2983632452,31972630
2983632452,119599485
2983632452,76155785
2983632452,41008148
2983632452,127413603
2983632452,121332964
2992064113,522805319
2992064113,169760540
2992064113,118552586
2992064113,86803240
2992064113,71924100
2992064113,15744967
2992553096,2780665704
2992553096,159110408
2992553096,118552586
2992553096,71924100
2992553096,15744967
3017515992,109693293
3017515992,159985019
3017515992,111919701
3017515992,28490314
3017515992,41008148
3017515992,192562407
3020659265,509550671
3020659265,71924100
34566666,130056557
34566666,195244886
34566666,166957645
34566666,153349607
34566666,142362112
34566666,205649164
34566666,95457728
51201719,2780091579
51201719,517785266
51201719,83743174
51201719,49039625
51201719,55493867
51201719,12554922
51201719,134018914
51201719,54355233
51201719,126322002
51201719,191897082
51201719,178790620
51201719,86803240
51201719,185592680
51201719,192562407
51201719,71924100
55381615,2777036043
55381615,33024259
55381615,98444146
55381615,17599544
55381615,1276947
55381615,44870925
55381615,62520636
55381615,121332964
68466841,196931383
68466841,93130614
68466841,158616128
68466841,113145756
68466841,170349913
68466841,24027999
68466841,151764478
68466841,21822782
68466841,119599485
68466841,76155785
68466841,41008148
68466841,127413603
93097992,197077220
93097992,4918238
93097992,141231307
93097992,143065580
93097992,104317684
93097992,55493867
93097992,54355233
93097992,86803240
93097992,185592680
2776200136,94625758
2776200136,76509639
2776200136,59822182
2776200136,107993555
2776200136,199539241
2776200136,151730666
2776200136,86803240
2776200136,127313418
2776200136,17744445
2776200136,144024400
201373426,109110057
201373426,2522874641
201373426,54355233
201373426,203014093
201373426,159047783
201373426,86803240
201373426,71924100
98059654,75930677
98059654,73555534
98059654,45374587
98059654,2780009758
98059654,11413529
98059654,154945302
98059654,124101348
98059654,77088390
98059654,119857082
98059654,199360897
98059654,105795698
98059654,41008148
98059654,33923547
105063623,3019737049
105063623,2775872228
105063623,164705383
105063623,126322002
105063623,141071460
105063623,71924100
2778102385,2780066029
2778102385,2778272461
2778102385,2778637750
2778102385,2776900844
2778102385,112698675
2778102385,199539241
2778102385,41895202
2778102385,162853370
2778102385,199360897
2778102385,144133560
2778102385,41008148
2778102385,138885662
2778102385,17744445
2908795178,164705383
2908795178,126322002
2908795178,71924100
2776829547,18903297
2776829547,97137747
2776829547,86803240
2776829547,205649164
2992145650,146249460
2992145650,104317684
2992145650,2908647359
2992145650,55493867
2992145650,149923435
2992145650,99454951
2992145650,54355233
2992145650,86803240
2992145650,185592680
2992145650,71924100
2992145650,144024400
34781881,166957645
34781881,95444343
34781881,74916050
34781881,142362112
34781881,86803240
34781881,205649164
34781881,95457728
2778760486,197321923
2778760486,104317684
2778760486,6557445
2778760486,55493867
2778760486,59822182
2778760486,54355233
2778760486,144027150
2778760486,86803240
2778760486,185592680
2778358025,2777671062
2778358025,194828623
2778358025,545542383
2778358025,118552586
2778358025,71924100
2778358025,15744967
2776639527,105702510
2776639527,142724271
2776639527,141071460
2776639527,86803240
2776639527,71924100
56800130,118930307
56800130,118615104
56800130,33923547
124103261,194695470
124103261,29848774
124103261,180198813
124103261,119599485
124103261,199539241
124103261,127413603
124103261,17744445
194342247,117898588
194342247,85189116
194342247,159694833
194342247,158622935
194342247,11413529
194342247,126255220
194342247,62520636
194342247,41008148
194342247,33923547
194342247,121332964
165696491,180747234
165696491,111472728
165696491,145420912
165696491,33923547
165696491,138885662
165696491,15744967
2908750889,164705383
2908750889,126322002
2908750889,71924100
164331903,112806600
164331903,156137958
164331903,175742284
164331903,76826599
164331903,156930551
164331903,36390408
164331903,22597639
164331903,44682112
164331903,2776257435
164331903,106131492
164331903,31258907
164331903,31972630
164331903,119599485
164331903,76155785
164331903,41008148
164331903,127413603
2778073360,55214782
2778073360,193681711
2778073360,113216237
2778073360,557009689
2778073360,74939039
2778073360,514942387
2778073360,51303962
2778073360,162077342
2778073360,551662922
2778073360,111326686
2778073360,18903297
2778073360,10138342
2778073360,199539241
2778073360,139719470
2778073360,34447519
2778073360,100001284
2778073360,86803240
2778073360,144133560
2778073360,162324750
2778073360,17744445
124998573,512115632
124998573,508378895
124998573,198140048
124998573,2777904410
124998573,111919701
124998573,199360897
124998573,41008148
765897,84240569
765897,512140200
765897,527868296
765897,508378895
765897,198140048
765897,2777904410
765897,111919701
765897,199360897
765897,41008148
58655809,123247970
